BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,18600,60709,89683,DebtCon,Other,1,0,0,316.3138584,2,16,43.75656604
0,18600,38674,63641,HomeImp,Other,23,0,0,245.049372,0,13,25.18098984
0,18600,50167,96312,DebtCon,ProfExe,5,0,0,128.3394339,1,21,36.3773222
0,18600,48711,69611,HomeImp,Office,2,0,0,130.2531337,0,17,33.69118802
1,18600,64248,82690,DebtCon,Mgr,0,1,0,89.18900547,0,23,53.84821989
0,18600,80970,101244,DebtCon,ProfExe,0,0,0,272.882599,2,20,39.80899322
0,18600,15243,172611,HomeImp,Mgr,25,0,0,73.44153854,2,21,29.0958828
0,18700,58498,90135,DebtCon,Office,30,0,0,199.1092723,0,21,33.18223949
0,18700,65458,84639,DebtCon,Other,0,1,2,97.14654403,2,25,33.6906879
0,18700,11886,63762,DebtCon,Sales,0,0,0,315.2604995,0,5,39.67583359
0,18700,47903,63933,HomeImp,Office,3,0,0,120.4180419,1,17,32.97759665
0,18700,68196,89641,DebtCon,Other,0,2,1,112.9760412,1,26,34.41462163
0,18700,93210,109980,DebtCon,ProfExe,7,0,0,145.4859265,2,20,22.49623552
0,18700,66891,94454,DebtCon,Office,0,0,0,160.711282,3,20,32.78419351
1,18700,66003,82410,DebtCon,Mgr,0,1,0,85.77380757,1,23,51.5173853
0,18700,87958,114696,DebtCon,Other,20,0,0,301.9122949,0,17,24.41521969
0,18700,39821,60672,HomeImp,Other,26,0,0,243.868763,0,14,23.35928056
0,18800,70102,99841,HomeImp,ProfExe,10,0,0,68.16857287,0,16,32.85379436
1,18800,67666,167619,HomeImp,ProfExe,14,0,0,135.9518082,1,11,47.59052865
0,18800,96272,163250,DebtCon,Mgr,2,0,0,204.4925859,1,19,37.86835539
0,18800,98582,122597,HomeImp,Mgr,1,0,0,307.5247903,1,20,39.39416893
0,18800,91731,125902,DebtCon,Office,24,0,0,276.7274249,2,16,32.29430401
0,18800,22782,60590,HomeImp,ProfExe,8,0,0,198.8763955,0,13,30.32992999
0,18900,87081,115165,DebtCon,Other,13,0,0,120.4621862,1,8,34.40037656
0,18900,83474,104133,HomeImp,ProfExe,4,0,0,109.9887849,1,24,38.86401954
0,18900,87657,117577,DebtCon,ProfExe,9,0,0,142.466495,2,19,39.96618165
1,18900,51075,78045,DebtCon,Office,2,1,5,74.09119603,1,15,42.1982822
0,18900,123206,205608,DebtCon,Other,4,0,0,201.3023718,0,17,27.52750202
0,18900,100416,161147,DebtCon,Mgr,1,0,0,216.0970496,1,18,38.46049988
0,18900,101289,127485,HomeImp,Mgr,0,0,0,319.2508159,0,19,42.72323221
0,18900,52640,113391,DebtCon,ProfExe,16,0,0,257.5237966,0,19,27.79232371
0,18900,82537,117610,DebtCon,Mgr,16,0,0,233.8485347,5,30,39.06489297
0,19000,52157,157459,DebtCon,ProfExe,19,0,0,248.7235332,0,28,21.92019846
0,19000,130291,168187,DebtCon,Office,3,0,0,140.6893429,0,20,24.78815021
0,19000,167104,200184,DebtCon,ProfExe,9,0,0,256.6483436,0,38,23.66867849
0,19000,107199,132723,DebtCon,ProfExe,7,0,0,91.37193169,0,13,31.44261162
1,19000,24658,47027,HomeImp,Mgr,19,0,0,159.1052252,4,31,53.54819585
0,19100,51994,66467,DebtCon,Other,7,0,0,100.1818877,3,15,41.15508261
0,19100,31442,57151,DebtCon,Other,16,0,0,100.0326359,1,17,39.90704163
0,19100,129111,197592,HomeImp,ProfExe,12,0,0,207.1551738,0,21,36.14177784
0,19100,48730,115967,DebtCon,ProfExe,15,0,0,264.9150843,0,19,25.40820478
0,19100,73217,93033,DebtCon,Other,1,2,1,113.6945661,2,26,36.38416382
0,19200,68902,98737,DebtCon,Office,1,0,0,166.8165741,4,19,33.03507598
0,19200,83591,109772,HomeImp,ProfExe,4,0,0,101.498812,1,25,37.07704153
0,19200,96401,115545,DebtCon,ProfExe,7,0,0,128.7145138,1,20,22.18728999
0,19200,24430,128837,DebtCon,Other,9,0,0,355.7984125,1,10,41.14774922
0,19200,31307,60202,DebtCon,ProfExe,18,0,0,170.5812991,1,20,35.60054495
0,19300,50554,76140,DebtCon,Mgr,9,2,0,78.27662528,3,27,36.02690437
0,19300,73668,89061,DebtCon,Other,0,2,1,113.4535612,2,25,33.49881538
0,19300,76807,103026,HomeImp,Mgr,13,0,0,169.2487527,0,27,34.87635872
0,19300,99714,126965,HomeImp,Mgr,0,0,1,301.753574,1,20,43.29094169
0,19300,98769,121140,HomeImp,Mgr,0,0,1,313.9245154,0,20,43.08554305
0,19300,91004,116827,DebtCon,ProfExe,6,0,0,163.2821181,1,20,20.20603258
0,19300,72752,106084,DebtCon,Office,11,0,0,193.7070998,1,13,30.68610563
0,19400,39928,106271,HomeImp,Other,6,0,0,129.1782772,0,14,31.92215492
0,19400,39334,103578,HomeImp,Other,6,0,0,127.5305161,0,15,31.36762719
0,19400,109812,172705,DebtCon,Office,5,0,0,204.1054149,3,23,43.33840721
1,19500,100077,122352,DebtCon,Office,3,0,0,58.86102746,0,9,38.12151833
0,19500,92663,152627,HomeImp,ProfExe,3,0,0,106.7126279,0,16,35.3676568
0,19500,8861,170687,HomeImp,Mgr,23,0,0,76.78849548,2,20,31.58400286
0,19500,52080,89913,DebtCon,Other,12,0,0,110.7603066,0,9,4.337283357
1,19600,117646,149975,DebtCon,Other,4,0,0,114.2136149,1,12,31.22280265
0,19600,55169,86203,DebtCon,Other,18,0,0,223.6033292,1,22,33.7552728
0,19600,85984,112721,DebtCon,Mgr,18,0,0,239.1377941,4,31,36.03118029
0,19700,33529,61209,DebtCon,Other,17,0,0,112.1587412,0,18,40.72529612
0,19700,93040,113362,DebtCon,ProfExe,6,0,0,135.8138569,3,21,19.70439447
0,19700,23921,134867,DebtCon,Other,9,0,0,374.1271833,0,10,38.8656552
0,19700,70709,97394,DebtCon,Mgr,0,0,0,94.86046638,0,17,25.55670764
1,19700,139534,172125,DebtCon,Other,0,0,0,101.9435185,6,17,32.76108398
0,19800,56745,83146,DebtCon,Other,11,0,0,85.25361922,0,10,7.862193632
0,19800,51454,68073,HomeImp,Office,1,0,0,130.9747908,0,17,32.30494412
0,19800,65021,95188,DebtCon,Mgr,1,0,0,73.0813375,0,16,27.44254252
0,19800,69174,95154,HomeImp,ProfExe,6,0,0,59.45925619,0,16,31.25482163
0,19900,96435,130019,DebtCon,Office,27,0,0,274.2825562,3,16,32.46920265
0,19900,132878,199172,HomeImp,ProfExe,14,0,0,197.923806,0,22,35.33060397
0,19900,68830,107598,DebtCon,Office,10,0,0,202.9341954,2,13,30.95751627
0,19900,74193,94078,HomeImp,ProfExe,7,0,0,81.4143517,0,15,32.03355046
0,20000,9647,31920,DebtCon,Other,0,1,0,24.68623145,1,3,28.94036033
0,20000,43087,61438,DebtCon,Other,14,0,0,276.5624153,0,20,29.29517878
0,20000,27782,58313,DebtCon,ProfExe,16,0,0,185.1706372,1,20,38.68480699
0,20000,22036,51068,DebtCon,Other,25,0,2,210.7198667,0,25,29.16004451
0,20100,78915,119400,DebtCon,Mgr,18,0,0,232.8267062,4,30,36.64867972
0,20100,74013,106578,HomeImp,Mgr,13,1,0,164.4458113,0,27,33.91624415
0,20100,62661,87329,DebtCon,Other,18,0,0,198.3413433,0,22,32.83817817
0,20100,54257,68830,DebtCon,ProfExe,10,0,0,201.0564204,0,41,37.18018131
0,20100,72775,102308,DebtCon,Office,8,0,0,206.4788452,2,13,32.78297142
0,20100,171132,201214,DebtCon,ProfExe,11,0,0,250.9230696,0,38,25.96553266
0,20200,105278,180304,DebtCon,Office,6,0,0,218.6578187,3,24,41.80676309
0,20200,88020,139200,DebtCon,Other,10,0,0,99.04640244,3,15,39.91695729
0,20200,51588,121752,DebtCon,ProfExe,14,0,0,253.2489667,0,20,26.43068063
0,20200,45088,65211,DebtCon,Office,10,0,2,118.5696695,1,22,43.45451215
0,20200,34676,62987,DebtCon,Other,1,0,0,112.7990866,0,17,22.09304595
0,20200,59347,97816,HomeImp,ProfExe,18,0,0,618.7358902,1,24,21.66864227
0,20200,130401,171686,DebtCon,ProfExe,7,0,0,178.9425448,0,38,20.32713791
0,20300,59809,107994,DebtCon,ProfExe,15,0,3,263.9912932,0,36,26.50856379
0,20300,21281,90551,DebtCon,Other,22,0,0,219.0882238,2,41,37.15549756
1,20300,63803,89079,DebtCon,ProfExe,21,0,4,323.8085733,4,28,45.8759169
1,20300,66667,92158,DebtCon,ProfExe,9,3,1,174.8921056,2,64,40.545681
0,20300,13838,30813,DebtCon,Other,0,0,0,39.64588729,1,3,29.98518301
0,20400,86559,123114,DebtCon,Other,9,0,0,280.7932257,2,16,34.43917111
0,20400,99781,128452,DebtCon,Office,23,0,0,265.9508455,2,16,33.79937887
0,20400,68928,98587,HomeImp,Office,13,0,0,153.5781354,0,13,36.17609184
0,20400,38267,68684,DebtCon,Office,12,0,1,121.4533629,0,22,42.20643322
0,20400,76305,103430,HomeImp,ProfExe,8,0,0,68.44158303,0,16,31.51559341
0,20400,52109,100316,DebtCon,Office,0,0,4,166.9381999,0,46,35.52622751
0,20500,93761,94895,DebtCon,ProfExe,1,1,0,118.276051,0,20,33.70161545
1,20500,25984,95541,DebtCon,Other,28,1,5,248.4048782,0,21,17.80584889
1,20500,113963,131135,HomeImp,Self,3,1,0,243.6806039,1,26,143.949605
0,20500,173061,220886,DebtCon,Office,13,0,0,213.9143599,1,32,43.79573429
0,20500,169689,198931,DebtCon,ProfExe,9,0,0,258.6200419,1,37,26.36612627
0,20500,67852,97944,HomeImp,Office,14,0,0,141.0053448,0,14,36.6093894
0,20500,80441,100505,DebtCon,Mgr,7,0,0,87.44666334,7,23,38.49506596
1,20500,106839,144460,DebtCon,Other,13,1,1,107.6713817,4,49,39.68708944
0,20600,91180,98088,DebtCon,ProfExe,2,1,0,125.6768499,0,20,36.53740053
0,20600,69949,101807,HomeImp,Other,3,0,0,218.390939,0,13,30.2712393
0,20600,44826,66226,DebtCon,Office,13,0,1,120.4332624,0,22,40.91194986
0,20600,35530,105838,HomeImp,Other,7,0,0,106.162918,0,15,32.09386652
0,20600,62531,96584,DebtCon,Office,1,0,0,146.839968,0,21,33.94558615
0,20600,185050,234004,DebtCon,ProfExe,3,0,0,313.6044894,0,27,40.04911263
0,20700,110307,140902,DebtCon,Office,13,0,1,243.3239163,0,24,41.3367401
0,20700,71408,103991,HomeImp,Other,4,0,0,208.3517505,1,12,31.32739444
0,20700,69810,100756,HomeImp,Other,3,0,0,213.7282918,1,13,32.87190897
0,20700,32817,101720,HomeImp,Other,5,0,0,132.9409379,0,15,31.60621741
0,20800,77885,98188,DebtCon,Mgr,4,0,0,50.29354716,7,23,38.12040471
0,20800,46434,68490,DebtCon,Office,6,0,0,171.2834729,2,26,35.99929647
0,20800,107379,147014,HomeImp,ProfExe,10,0,0,161.5374824,1,22,31.92532942
0,20800,97360,123854,HomeImp,Mgr,0,0,0,310.2318196,1,20,43.21741696
0,20800,96994,140564,DebtCon,Mgr,13,0,0,169.6871574,1,25,33.5250643
0,20800,56597,79582,DebtCon,Mgr,9,1,0,67.69193855,3,27,36.06123372
0,20900,111464,144487,DebtCon,Office,11,0,1,206.6773533,0,25,40.06547716
0,20900,16174,34886,DebtCon,Other,1,0,0,52.30365625,1,4,29.7527322
0,20900,45279,73814,DebtCon,Office,1,0,0,235.3955528,0,12,34.57184425
0,20900,51960,105524,DebtCon,Office,2,0,3,179.925635,0,47,37.17960241
1,20900,122807,150896,DebtCon,Other,5,0,0,123.4795377,2,13,30.4244811
1,20900,61402,88659,DebtCon,ProfExe,9,3,0,164.2489323,1,63,40.92143334
0,21000,133430,189263,DebtCon,ProfExe,22,0,0,229.986998,1,23,40.56412158
1,21000,113954,136249,DebtCon,Office,2,0,0,97.54425218,13,14,33.62088344
0,21000,90425,97741,DebtCon,ProfExe,1,0,0,123.9728061,0,20,33.56414529
0,21000,106011,173778,DebtCon,Office,7,0,0,223.7696106,3,24,40.56475036
0,21100,55863,81406,DebtCon,Mgr,10,1,0,74.57642698,2,27,36.76027571
0,21100,81389,123842,DebtCon,Other,9,0,0,285.0469162,1,17,37.13906786
0,21100,91479,127110,DebtCon,Office,25,0,0,279.4682368,3,16,33.07852222
0,21100,143487,180122,HomeImp,Mgr,7,0,0,324.1633286,0,16,43.25118252
0,21200,23088,56535,DebtCon,Other,27,0,1,216.1560174,0,24,27.39523388
0,21200,103264,148968,HomeImp,ProfExe,8,0,0,161.8591186,1,22,34.54854127
0,21200,44097,64703,DebtCon,Office,12,0,2,123.8939486,1,21,40.13923179
1,21200,69212,106273,DebtCon,ProfExe,12,0,1,97.2311228,0,22,18.11489583
0,21200,84117,118884,DebtCon,Other,9,0,0,302.2069005,2,16,36.19052426
0,21200,48273,71102,DebtCon,Other,7,0,0,73.30309745,2,19,34.65925993
0,21200,63093,101789,HomeImp,ProfExe,18,0,0,623.4562088,1,24,19.41458795
0,21200,91759,95165,DebtCon,ProfExe,2,0,0,106.8357327,0,19,34.21668917
0,21300,58209,84200,DebtCon,Other,18,0,0,212.9322977,0,22,33.03314641
0,21300,63263,94180,DebtCon,Office,1,0,0,138.3484553,1,22,35.5492951
0,21300,185874,235968,DebtCon,ProfExe,3,0,0,291.8195388,1,26,36.99364995
0,21300,101524,141859,HomeImp,ProfExe,10,0,0,162.3221192,0,23,31.98763633
0,21300,94642,125062,DebtCon,Office,24,0,0,278.691315,2,17,32.98853181
0,21300,74081,102810,DebtCon,Office,9,0,0,200.9111493,1,12,31.15558593
0,21300,55140,81692,DebtCon,Other,12,0,0,109.9006857,1,10,4.384983222
0,21300,143676,181960,HomeImp,Mgr,8,0,0,313.1874651,0,17,43.64534866
0,21400,134041,163103,DebtCon,ProfExe,6,1,0,172.0310693,0,38,19.63706875
1,21400,166244,212505,DebtCon,ProfExe,4,2,7,183.5480397,4,24,38.14905923
0,21400,113053,147467,DebtCon,Office,11,0,2,219.1538803,0,24,41.82491442
0,21400,90912,121714,DebtCon,Self,3,0,0,221.515426,2,26,34.88554143
0,21400,92241,133791,DebtCon,Other,11,0,0,81.44638031,3,15,41.39546183
0,21400,41671,103427,HomeImp,Other,6,0,0,122.1533442,0,15,31.61467953
0,21400,128095,167824,DebtCon,ProfExe,6,0,0,180.4173542,0,38,17.49570049
1,21400,95147,132304,DebtCon,Office,7,1,5,206.1276648,1,18,36.23566539
0,21500,110712,178045,DebtCon,Office,6,0,0,212.6040797,4,24,43.3108563
0,21500,141688,184241,HomeImp,Mgr,8,0,0,311.4261279,0,16,44.59015523
0,21500,96993,143240,DebtCon,ProfExe,20,0,0,173.3416649,0,25,39.85872689
0,21500,125451,200594,HomeImp,ProfExe,13,0,0,205.2783646,0,22,36.89339399
0,21500,90321,103778,DebtCon,ProfExe,2,0,0,128.6427857,0,20,34.28267592
0,21500,58646,90807,DebtCon,Other,17,0,0,196.8087927,1,22,31.69796036
0,21600,105654,155460,DebtCon,Mgr,16,0,0,193.0488032,0,25,33.60060846
0,21600,36777,68300,DebtCon,Office,11,0,2,121.4942487,0,22,41.13829939
0,21600,70832,96503,HomeImp,Office,13,0,0,136.3971417,0,14,37.58053042
0,21600,41105,65411,DebtCon,Other,25,0,0,303.2340527,3,32,35.24732771
0,21600,108923,142716,HomeImp,ProfExe,9,0,0,162.446914,0,23,33.41977874
0,21600,43449,68744,DebtCon,Office,11,0,1,121.950991,1,22,40.91647738
0,21700,62506,96588,HomeImp,ProfExe,18,0,1,615.1333732,0,24,21.9726752
0,21700,79240,96784,DebtCon,Mgr,5,0,0,64.50842359,6,24,38.07896313
0,21700,93025,140438,HomeImp,ProfExe,5,0,0,166.1776578,0,32,32.77507936
0,21700,93868,147228,DebtCon,ProfExe,22,0,0,153.6845963,0,25,39.53395424
0,21700,20627,52040,DebtCon,Other,26,0,2,199.9854317,0,25,27.11768955
0,21700,91637,126105,HomeImp,Mgr,10,0,0,131.875354,1,23,30.96129202
0,21700,128841,172954,DebtCon,ProfExe,4,0,0,165.3102818,0,37,20.3428108
0,21700,72180,93427,DebtCon,Other,2,0,0,115.5294894,1,29,33.45667038
0,21700,187311,230513,DebtCon,ProfExe,2,0,0,270.47904,0,27,38.99923204
0,21800,48139,80114,DebtCon,Other,13,0,0,111.9986308,1,9,4.142703972
0,21800,48162,70361,DebtCon,Office,2,0,0,227.9862791,0,12,36.0618164
0,21800,107271,161219,DebtCon,Mgr,15,0,0,187.2974769,0,26,31.55694874
0,21800,41582,71574,DebtCon,Other,25,0,0,308.7370531,2,32,34.36936756
1,21800,76324,102287,DebtCon,Office,6,0,1,61.64132538,4,29,41.03238603
1,21900,52735,75372,DebtCon,ProfExe,5,0,1,217.0209402,6,23,34.01591498
0,21900,62387,113827,DebtCon,ProfExe,15,0,3,281.0591408,1,36,26.03170911
0,22000,36738,100040,HomeImp,Other,6,0,0,138.9424576,0,14,30.78315421
0,22000,71664,98015,DebtCon,Mgr,9,0,0,191.3136088,1,19,34.92102106
0,22000,81668,123978,DebtCon,Other,8,0,0,285.1417502,1,16,37.41710801
0,22000,76367,103928,DebtCon,Other,20,0,0,202.578152,1,13,38.71719491
0,22000,188982,231933,DebtCon,ProfExe,2,0,0,294.9601692,0,26,36.43459137
0,22000,53212,85006,DebtCon,Other,20,0,0,218.4841129,1,21,32.8557014
0,22100,69697,102155,HomeImp,Mgr,13,0,0,164.7849474,0,28,36.27847391
0,22100,92724,126348,HomeImp,Mgr,11,0,0,122.2657812,1,24,30.84350527
0,22100,86148,141472,DebtCon,Other,11,0,0,89.16146609,2,14,40.67729771
0,22100,132417,170643,DebtCon,ProfExe,4,0,0,180.0368768,0,37,21.23609046
0,22200,45148,85341,HomeImp,Other,24,0,0,275.601041,1,7,23.46160875
0,22200,138121,180144,DebtCon,ProfExe,22,0,0,240.703069,1,24,40.62189416
0,22200,57458,102195,HomeImp,ProfExe,18,0,0,628.1580616,1,24,20.4962161
0,22200,64809,96831,HomeImp,ProfExe,17,0,0,639.0581723,0,24,22.61418191
0,22200,137889,182973,HomeImp,Mgr,6,0,0,317.3561249,0,17,44.96871369
0,22300,52322,102958,DebtCon,Office,2,1,4,174.536412,0,47,36.85308497
0,22300,93305,143672,DebtCon,ProfExe,21,0,0,176.4166175,0,25,40.47109214
0,22300,60513,111713,DebtCon,ProfExe,15,0,3,291.61872,1,35,27.70517064
0,22400,74553,102373,DebtCon,Other,18,0,0,206.5813951,1,12,40.84802282
0,22400,38669,105881,HomeImp,Other,6,0,0,125.2428417,0,14,32.77827083
0,22400,52597,69312,DebtCon,Office,2,0,0,224.2413307,0,12,33.82410789
0,22400,72866,95734,DebtCon,Mgr,5,0,0,75.95573527,7,23,37.50722389
0,22400,40605,76986,DebtCon,ProfExe,9,0,0,276.275914,0,19,39.7301928
0,22400,89985,121601,HomeImp,Mgr,11,0,0,111.9824201,2,24,30.9911741
0,22400,95539,124566,HomeImp,Mgr,9,0,0,140.6955024,1,24,31.86981041
0,22400,91402,100845,DebtCon,ProfExe,2,1,0,132.2166218,0,20,35.68247123
0,22400,32665,56639,DebtCon,Other,13,0,0,101.7583551,1,25,31.47003128
0,22400,47687,65704,DebtCon,Office,6,0,0,174.5578971,2,27,36.21976783
0,22500,44228,86872,HomeImp,Other,24,0,0,256.2869189,1,6,26.85325902
0,22500,57762,95790,DebtCon,Office,3,0,0,151.7150658,1,21,34.86359608
0,22500,40884,76895,DebtCon,ProfExe,8,0,0,270.2601967,0,18,39.95457279
0,22500,73567,88157,DebtCon,Other,2,0,0,111.4005357,1,30,33.51922814
0,22600,133264,172882,DebtCon,ProfExe,6,1,0,190.2475602,0,37,19.97395503
0,22600,59050,99152,DebtCon,ProfExe,0,0,0,195.0838618,0,26,33.40421221
0,22600,72522,91587,DebtCon,Other,2,0,0,99.00046796,2,30,35.26211359
1,22600,78975,103374,DebtCon,Mgr,11,0,0,259.319755,1,14,27.74405551
0,22600,239115,264462,HomeImp,Self,5,0,0,244.1797304,2,50,36.70087056
0,22600,34226,85424,DebtCon,ProfExe,9,0,0,277.8486564,0,18,38.0056832
0,22700,77356,106233,HomeImp,Mgr,14,0,0,161.646341,0,27,35.42092808
0,22700,36253,88461,HomeImp,Other,24,0,0,255.0887578,0,7,26.86761738
0,22700,46929,71169,DebtCon,Other,6,0,0,57.88081593,2,19,35.55208815
0,22700,108488,139559,HomeImp,ProfExe,11,0,0,190.9727785,0,23,34.08001623
0,22800,74979,109716,DebtCon,Mgr,9,0,1,289.8223697,1,28,31.47990688
0,22800,49361,81914,DebtCon,Mgr,4,0,0,264.9370662,2,25,32.01024461
0,22800,64659,96063,DebtCon,Mgr,8,0,0,201.0682871,2,18,31.54182212
0,22800,52644,96376,DebtCon,Other,7,0,0,238.3801452,0,19,34.94670077
0,22900,191970,232998,DebtCon,ProfExe,3,0,0,301.1384524,0,27,36.78846956
0,22900,64803,92258,DebtCon,Other,3,1,0,84.92588137,2,29,33.68409323
0,22900,18059,57109,DebtCon,Other,26,0,1,213.0362848,0,24,25.54701032
0,22900,95321,123082,DebtCon,Self,3,0,0,205.4415191,2,26,34.05349114
0,22900,61067,96306,DebtCon,Other,5,0,0,228.898609,1,20,36.13495946
0,22900,65017,88066,DebtCon,Other,3,0,0,93.55292753,1,29,32.01107938
0,22900,28217,52804,DebtCon,Other,14,0,0,109.3656846,1,25,30.58772816
0,22900,41174,86851,HomeImp,Other,25,0,0,267.1326089,0,7,24.38038951
0,23000,108464,155821,DebtCon,Mgr,16,0,0,170.2231566,0,26,35.059327
0,23000,58696,102176,HomeImp,ProfExe,18,0,0,629.0957663,0,23,22.82560712
0,23000,48191,65080,DebtCon,Other,26,0,0,302.849884,2,32,33.87069555
1,23000,72638,109183,DebtCon,ProfExe,2,0,0,177.611648,2,22,48.27759122
0,23100,95352,115077,DebtCon,Other,24,0,0,253.3293713,0,26,39.81680057
0,23100,61524,96308,DebtCon,Office,1,0,0,160.3831682,1,21,35.1122412
0,23100,42862,63916,DebtCon,Office,5,0,0,182.93212,1,26,35.58378924
0,23100,109498,156191,DebtCon,Mgr,15,0,0,186.2019963,0,25,33.79421161
0,23200,184526,237546,DebtCon,ProfExe,2,0,0,291.6334148,0,26,39.48391375
0,23200,62811,99320,DebtCon,Office,3,0,0,166.8610989,1,21,36.07127157
0,23200,96043,140090,DebtCon,ProfExe,21,0,0,162.6404305,0,24,39.20510043
1,23200,14511,81579,DebtCon,Other,7,0,3,272.938299,0,23,47.12058049
0,23300,103162,135013,DebtCon,Mgr,9,1,0,188.9398399,5,18,40.67081708
0,23300,81144,106102,DebtCon,Mgr,7,0,0,288.3727394,1,28,33.27141336
0,23300,61496,102823,HomeImp,ProfExe,18,0,0,649.7471044,1,24,20.87256027
1,23300,71734,100072,DebtCon,ProfExe,6,0,7,122.7994431,0,21,34.53043859
0,23400,72262,94646,DebtCon,Other,2,0,0,105.9992656,1,29,31.8406351
0,23400,48549,68957,DebtCon,Office,6,0,0,172.8107266,1,27,34.4567622
0,23400,89226,119604,DebtCon,Self,3,0,0,221.6813833,1,26,34.5562014
0,23400,90924,116819,DebtCon,Other,24,0,0,245.8978616,1,27,40.85742704
0,23500,90246,119320,DebtCon,Other,22,0,0,239.2596449,1,26,41.33669648
0,23500,18989,51607,DebtCon,Other,26,0,1,206.765495,0,24,27.55140882
0,23500,133197,168990,DebtCon,Other,8,1,0,214.2845994,0,19,36.64262904
0,23500,48286,81958,DebtCon,Mgr,6,0,0,248.8600943,2,25,32.46730089
0,23500,65587,87101,DebtCon,Other,3,0,0,83.23800004,2,30,32.03167837
0,23500,62742,111921,DebtCon,ProfExe,15,0,3,282.9760159,0,36,27.14820546
0,23500,55731,89079,DebtCon,Mgr,4,0,0,273.6743799,1,25,33.50940904
0,23500,190239,233603,DebtCon,ProfExe,3,0,0,285.3312927,0,27,39.91648297
0,23600,30758,57280,DebtCon,Other,13,0,0,104.3956905,2,24,31.12039863
0,23600,87875,139025,DebtCon,Other,10,0,0,112.9125146,2,15,38.50589728
0,23600,36438,80176,DebtCon,ProfExe,10,0,0,289.7015389,0,19,39.92995455
0,23600,57327,105411,DebtCon,ProfExe,14,0,3,276.1823627,0,35,29.2830325
0,23600,126254,169638,DebtCon,ProfExe,6,0,0,176.7491631,0,38,17.62092021
0,23600,140284,182591,DebtCon,ProfExe,21,0,0,224.9413467,0,24,41.8717558
0,23700,57553,101656,HomeImp,ProfExe,19,0,0,648.3284926,0,23,22.84647896
1,23700,43712,75191,DebtCon,Office,6,0,0,50.71753483,2,18,37.10325125
0,23700,62949,99295,HomeImp,Office,15,0,0,145.3552803,0,14,36.03276029
0,23700,87141,140428,DebtCon,ProfExe,22,1,0,169.2836314,1,25,40.98061565
0,23800,76390,110315,DebtCon,Mgr,7,0,0,275.9553562,2,29,29.71360104
0,23800,45279,68939,DebtCon,Other,6,0,0,77.22882195,1,19,35.5214873
0,23800,46884,68142,DebtCon,Other,8,0,0,59.40577506,1,18,35.69663623
0,23800,101536,147601,HomeImp,ProfExe,10,0,0,161.2557418,1,23,32.71942124
0,23900,70694,95718,HomeImp,Office,11,0,0,138.1673596,0,13,38.56120628
0,23900,16082,31196,DebtCon,Other,17,2,0,123.3686461,1,19,26.71625685
0,23900,55284,92305,DebtCon,Other,7,0,0,241.0836493,1,19,37.47975712
0,23900,140328,183533,HomeImp,Mgr,8,0,0,322.7881144,0,17,45.41317756
0,24000,43948,86111,HomeImp,Other,24,0,0,258.3035939,0,7,26.61774876
1,24000,88783,116967,DebtCon,Self,2,0,0,171.5062567,5,23,56.96183857
0,24000,17575,50375,DebtCon,Other,23,0,0,135.7640508,0,11,22.9810051
0,24100,57041,92081,DebtCon,Other,7,0,0,230.0597297,0,19,35.89670864
0,24100,80005,102098,DebtCon,Other,18,1,0,196.2531041,1,12,39.7589325
0,24100,104442,161366,DebtCon,Mgr,14,0,0,195.6423332,0,25,34.54080952
0,24200,45902,70212,DebtCon,Other,25,0,0,303.7624695,3,32,35.22386162
0,24200,91491,141827,DebtCon,ProfExe,21,1,0,163.1743772,0,25,42.06098177
0,24200,49798,67458,DebtCon,Other,6,0,0,68.93111023,2,18,36.46436586
0,24200,68477,91598,DebtCon,Other,16,0,0,88.66520126,0,17,32.52309222
0,24200,150939,183208,DebtCon,Other,1,0,0,205.776802,0,34,39.65633406
0,24200,90626,116601,DebtCon,Self,2,0,0,226.1163866,1,27,34.49993837
0,24300,50826,68199,DebtCon,Other,7,0,0,71.1819889,1,19,36.49620108
0,24300,41323,73309,DebtCon,Other,27,0,1,298.1859041,2,32,36.15527752
0,24300,55579,98320,DebtCon,ProfExe,1,0,0,187.0218108,0,26,33.47337359
0,24300,21660,48475,DebtCon,Other,26,0,0,102.7828355,0,10,23.24795828
0,24400,237543,261393,HomeImp,Self,3,1,0,254.517448,2,50,37.90658567
0,24400,50317,71327,DebtCon,Other,6,0,0,45.48580177,1,18,37.01414079
0,24400,26366,54775,DebtCon,Other,13,0,0,101.6362349,2,24,29.09588127
0,24400,109253,158257,DebtCon,Mgr,17,0,0,193.9652872,0,25,34.59449254
0,24400,91316,147837,DebtCon,ProfExe,23,0,0,170.0567485,0,24,42.66845465
0,24400,80065,118423,DebtCon,ProfExe,8,0,1,126.5427462,0,18,26.2739081
0,24400,95843,123377,DebtCon,Self,2,0,0,201.9767562,1,26,32.90346813
0,24500,33537,57048,DebtCon,Other,14,0,0,99.37613252,1,24,28.49500481
0,24500,118251,158758,DebtCon,Mgr,2,0,0,282.6499217,0,24,38.84480195
0,24500,69615,94656,DebtCon,ProfExe,7,0,1,136.5556217,3,26,35.56529668
0,24500,62490,97467,DebtCon,Other,14,0,0,96.97267872,1,17,34.97565503
0,24500,82756,122917,DebtCon,ProfExe,11,0,1,108.6501412,0,18,26.12743668
